refix,pretarget,multifix,urevent,tonset,dur_added,rank,first_rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,hard_easy
0,1.0,0,27659,2.62109375,0.25,8.0,0.0,12,66,14,1266.68322753906,339.405212402344,0,1,objects,small,1,1,faces,P,female,VS,I,140,E05,583.892578125,0
0,1.0,0,27660,2.904296875,0.16796875,9.0,0.0,11,65,15,1252.11682128906,278.138031005859,0,1,objects,small,1,1,faces,P,female,VS,I,140,E05,583.892578125,0
0,1.0,0,27661,3.125,0.1796875,10.0,0.0,8,55,16,1130.28234863281,168.750305175781,0,1,objects,big,1,1,faces,P,female,VS,I,140,E05,583.892578125,0
0,1.0,0,27730,0.57421875,0.138671875,2.0,1.0,3,11,3,675.758544921875,285.457336425781,0,1,objects,small,1,1,objects,P,big,VS,O,143,E05,596.490234375,1
0,1.0,0,27992,1.138671875,0.251953125,3.0,1.0,6,30,6,846.336059570312,337.641754150391,0,1,objects,small,1,1,faces,P,female,VS,F,146,E05,609.087890625,0
0,1.0,0,27998,2.51171875,0.19140625,8.0,0.0,13,57,12,1156.42797851562,353.998779296875,0,1,objects,small,1,1,faces,P,female,VS,F,146,E05,609.087890625,0
0,1.0,0,28237,0.740234375,0.173828125,2.0,1.0,9,40,4,972.232238769531,431.217346191406,0,1,objects,small,1,1,objects,P,big,VS,O,154,E05,642.681640625,1
0,1.0,0,28239,1.115234375,0.2734375,3.0,1.0,13,68,6,1263.95568847656,544.017944335938,0,1,objects,big,1,1,objects,P,big,VS,O,154,E05,642.681640625,1
0,1.0,0,28265,0.708984375,0.150390625,3.0,1.0,2,2,3,543.874084472656,239.738708496094,0,1,objects,small,1,1,faces,P,male,VS,F,155,E05,646.880859375,0
0,1.0,0,28278,3.404296875,0.154296875,11.0,0.0,3,8,16,538.080078125,858.239807128906,0,1,objects,small,1,1,faces,P,male,VS,F,155,E05,646.880859375,0
0,1.0,0,28389,0.412109375,0.15234375,2.0,1.0,2,4,2,543.478454589844,456.196319580078,0,1,objects,big,1,1,objects,P,big,VS,O,159,E05,663.677734375,1
0,1.0,0,28390,0.62109375,0.224609375,3.0,1.0,1,2,3,545.232421875,249.754623413086,0,1,objects,small,1,1,objects,P,big,VS,O,159,E05,663.677734375,1
1,1.0,0,28486,0.66015625,0.166015625,2.0,1.0,3,22,3,722.949523925781,450.675170898438,0,1,objects,big,1,1,objects,P,small,VS,O,162,E05,676.275390625,1
0,1.0,0,28487,0.89453125,0.18359375,3.0,1.0,2,7,4,519.137023925781,762.53564453125,0,1,objects,small,1,1,objects,P,small,VS,O,162,E05,676.275390625,1
0,1.0,0,28490,1.58203125,0.125,6.0,0.0,9,53,7,1072.07775878906,844.962280273438,0,1,objects,small,1,1,objects,P,small,VS,O,162,E05,676.275390625,1
0,1.0,0,28492,1.91796875,0.173828125,7.0,0.0,11,69,9,1250.71362304688,636.328247070312,0,1,objects,big,1,1,objects,P,small,VS,O,162,E05,676.275390625,1
0,1.0,0,28755,0.662109375,0.103515625,2.0,1.0,3,8,3,525.968200683594,840.77099609375,0,1,objects,big,1,1,objects,P,small,VS,O,171,E05,714.068359375,1
0,1.0,0,29108,0.888671875,0.12109375,2.0,1.0,13,58,4,1131.11010742188,449.787017822266,0,1,objects,big,1,1,faces,P,female,VS,I,183,E05,764.458984375,0
0,1.0,0,29195,0.611328125,0.166015625,2.0,1.0,14,77,3,1375.22473144531,568.457885742188,0,1,objects,small,1,1,objects,P,big,VS,O,186,E05,777.056640625,1
0,1.0,0,29230,1.46484375,0.1171875,3.0,1.0,7,22,7,747.546813964844,425.703155517578,0,1,objects,big,1,1,faces,P,female,VS,I,187,E05,781.255859375,0
0,1.0,0,29253,0.51953125,0.169921875,2.0,1.0,13,49,2,1055.93969726562,444.665618896484,0,1,objects,big,1,1,objects,P,big,VS,O,188,E05,785.455078125,1
0,1.0,0,29283,0.392578125,0.11328125,2.0,1.0,6,33,2,865.376770019531,655.544067382812,0,1,objects,small,1,1,faces,P,female,VS,I,189,E05,789.654296875,0
0,1.0,0,29793,0.705078125,0.27734375,3.0,1.0,5,39,3,994.338134765625,332.347351074219,0,1,objects,big,1,1,faces,P,female,VS,I,207,E05,865.240234375,0
0,1.0,0,23607,1.037109375,0.203125,4.0,1.0,1,5,6,542.168212890625,535.508850097656,0,1,objects,big,1,1,objects,P,big,VS,O,2,E12,4.400390625,1
0,1.0,0,23608,1.3125,0.291015625,5.0,0.0,3,25,7,768.621398925781,745.078674316406,0,1,objects,small,1,1,objects,P,big,VS,O,2,E12,4.400390625,1
0,1.0,1,23609,1.6875,0.109375,6.0,0.0,15,80,8,1330.06359863281,816.8525390625,0,1,objects,big,1,1,objects,P,big,VS,O,2,E12,4.400390625,1
0,1.0,0,23612,2.380859375,0.146484375,7.0,0.0,13,66,11,1255.697265625,332.087005615234,0,1,objects,small,1,1,objects,P,big,VS,O,2,E12,4.400390625,1
0,1.0,0,23778,0.87890625,0.16796875,4.0,1.0,3,4,4,555.605895996094,435.438903808594,0,1,objects,big,1,1,objects,P,big,VS,O,7,E12,25.396484375,1
0,1.0,0,23781,1.55078125,0.22265625,7.0,0.0,12,71,7,1235.59448242188,830.570678710938,0,1,objects,small,1,1,objects,P,big,VS,O,7,E12,25.396484375,1
0,1.0,0,24152,1.33203125,0.189453125,2.0,1.0,4,31,6,830.2451171875,465.251403808594,0,1,objects,small,1,1,faces,P,female,VS,F,19,E12,75.787109375,0
0,1.0,0,24782,0.703125,0.14453125,2.0,1.0,5,28,4,857.823974609375,158.98974609375,0,1,objects,big,1,1,faces,P,female,VS,I,39,E12,159.771484375,0
0,1.0,0,24788,2.037109375,0.134765625,6.0,0.0,11,62,10,1183.21118164062,842.55908203125,0,1,objects,big,1,1,faces,P,female,VS,I,39,E12,159.771484375,0
0,1.0,0,24890,2.607421875,0.185546875,8.0,0.0,1,1,13,527.343811035156,109.819625854492,0,1,objects,big,1,1,faces,P,female,VS,I,42,E12,172.369140625,0
0,1.0,0,24916,2.30078125,0.115234375,7.0,0.0,7,38,10,957.2373046875,236.585952758789,0,1,objects,small,1,1,faces,P,female,VS,F,43,E12,176.568359375,0
0,1.0,0,25046,1.40625,0.1328125,3.0,1.0,6,36,8,838.085998535156,916.590270996094,0,1,objects,big,1,1,faces,P,male,VS,I,48,E12,197.564453125,0
0,1.0,1,25087,0.822265625,0.1171875,2.0,1.0,14,70,4,1267.67443847656,770.330017089844,0,1,objects,big,1,1,objects,P,small,VS,O,50,E12,205.962890625,1
0,1.0,1,25256,1.05078125,0.158203125,3.0,1.0,2,15,6,674.028442382812,602.31396484375,0,1,objects,small,1,1,objects,P,big,VS,O,56,E12,231.158203125,1
0,1.0,0,25261,1.9453125,0.1953125,5.0,0.0,11,60,11,1160.54724121094,612.447387695312,0,1,objects,big,1,1,objects,P,big,VS,O,56,E12,231.158203125,1
0,1.0,0,25262,2.22265625,0.40234375,6.0,0.0,7,42,12,971.475952148438,611.390197753906,0,1,objects,small,1,1,objects,P,big,VS,O,56,E12,231.158203125,1
0,1.0,0,25535,1.265625,0.25,3.0,1.0,10,52,7,1070.03332519531,725.134948730469,0,1,objects,big,1,1,objects,P,small,VS,O,65,E12,268.951171875,1
0,1.0,0,26175,0.82421875,0.103515625,2.0,1.0,8,37,4,925.100402832031,124.239082336426,0,1,objects,small,1,1,objects,P,big,VS,O,80,E12,331.939453125,1
0,1.0,0,26626,1.80078125,0.166015625,6.0,0.0,5,43,9,965.388122558594,783.475158691406,0,1,objects,big,1,1,faces,P,female,VS,I,96,E12,399.126953125,0
0,1.0,0,26696,1.009765625,0.1015625,3.0,1.0,11,73,6,1330.80480957031,111.191352844238,0,1,objects,big,1,1,faces,P,male,VS,F,98,E12,407.525390625,0
0,1.0,0,27608,0.662109375,0.15234375,2.0,1.0,6,23,3,750.207580566406,524.042358398438,0,1,objects,big,1,1,faces,P,female,VS,F,125,E12,520.904296875,0
0,1.0,0,27609,0.869140625,0.12890625,3.0,1.0,3,15,4,665.4091796875,674.067138671875,0,1,objects,small,1,1,faces,P,female,VS,F,125,E12,520.904296875,0
0,1.0,0,27675,1.701171875,0.1640625,6.0,0.0,1,3,8,563.546569824219,382.540466308594,0,1,objects,small,1,1,faces,P,female,VS,F,128,E12,533.501953125,0
0,1.0,0,27756,0.712890625,0.24609375,2.0,1.0,5,26,3,774.471740722656,814.925598144531,0,1,objects,small,1,1,objects,P,big,VS,O,131,E12,546.099609375,1
0,1.0,0,27900,1.06640625,0.185546875,2.0,1.0,15,80,5,1340.78747558594,800.294067382812,0,1,objects,big,1,1,objects,P,small,VS,O,136,E12,567.095703125,1
0,1.0,0,27901,1.30078125,0.1171875,3.0,1.0,14,79,6,1351.73864746094,694.845520019531,0,1,objects,small,1,1,objects,P,small,VS,O,136,E12,567.095703125,1
0,1.0,0,27902,1.46875,0.173828125,4.0,1.0,11,68,7,1282.9794921875,571.589599609375,0,1,objects,small,1,1,objects,P,small,VS,O,136,E12,567.095703125,1
0,1.0,0,28470,0.724609375,0.1953125,3.0,1.0,14,79,3,1342.24487304688,749.621826171875,0,1,objects,big,1,1,objects,P,small,VS,O,149,E12,621.685546875,1
0,1.0,1,28471,1.029296875,0.181640625,4.0,1.0,11,59,4,1118.65356445312,564.464904785156,0,1,objects,big,1,1,objects,P,small,VS,O,149,E12,621.685546875,1
0,1.0,0,28476,2.02734375,0.197265625,6.0,0.0,15,81,9,1313.83471679688,921.013244628906,0,1,objects,big,1,1,objects,P,small,VS,O,149,E12,621.685546875,1
0,1.0,0,28537,2.4609375,0.154296875,7.0,0.0,13,58,12,1157.6123046875,394.192657470703,0,1,objects,big,1,1,faces,P,female,VS,I,151,E12,630.083984375,0
0,1.0,0,29496,0.599609375,0.142578125,3.0,1.0,1,1,4,572.965026855469,167.655426025391,0,1,objects,small,1,1,objects,P,big,VS,O,172,E12,718.267578125,1
0,1.0,1,29498,0.951171875,0.111328125,4.0,1.0,2,6,6,545.365600585938,661.514709472656,0,1,objects,small,1,1,objects,P,big,VS,O,172,E12,718.267578125,1
0,1.0,0,29503,1.857421875,0.15234375,8.0,0.0,14,64,11,1246.68688964844,161.542510986328,0,1,objects,big,1,1,objects,P,big,VS,O,172,E12,718.267578125,1
0,1.0,0,30210,1.337890625,0.1875,3.0,1.0,1,2,7,602.614807128906,212.445510864258,0,1,objects,small,1,1,faces,P,male,VS,I,199,E12,831.646484375,0
0,1.0,0,30211,1.623046875,0.263671875,4.0,1.0,14,65,8,1255.62426757812,232.691513061523,0,1,objects,big,1,1,faces,P,male,VS,I,199,E12,831.646484375,0
0,1.0,0,30213,2.15625,0.126953125,5.0,0.0,12,45,10,940.306640625,907.762329101562,0,1,objects,big,1,1,faces,P,male,VS,I,199,E12,831.646484375,0
0,1.0,0,30303,1.142578125,0.13671875,4.0,1.0,14,70,6,1251.22229003906,707.733947753906,0,1,objects,small,1,1,faces,P,female,VS,F,203,E12,848.443359375,0
0,1.0,0,30328,0.544921875,0.232421875,2.0,1.0,3,12,2,637.475158691406,292.237976074219,0,1,objects,big,1,1,objects,P,small,VS,O,204,E12,852.642578125,1
0,1.0,0,30329,0.861328125,0.16015625,3.0,1.0,7,26,3,751.069946289062,820.917114257812,0,1,objects,small,1,1,objects,P,small,VS,O,204,E12,852.642578125,1
0,1.0,0,30353,1.37109375,0.12890625,6.0,0.0,13,72,8,1245.37707519531,907.889953613281,0,1,objects,small,1,1,objects,P,big,VS,O,205,E12,856.841796875,1
0,1.0,1,30369,0.853515625,0.1484375,2.0,1.0,2,3,4,592.116271972656,378.243560791016,0,1,objects,small,1,1,objects,P,big,VS,O,206,E12,861.041015625,1
0,1.0,0,24745,0.69140625,0.173828125,2.0,1.0,3,25,4,778.880432128906,774.622192382812,0,1,objects,small,1,1,objects,P,big,VS,O,2,E14,4.400390625,1
0,1.0,0,24753,2.060546875,0.171875,6.0,0.0,15,80,12,1385.74890136719,880.964904785156,0,1,objects,big,1,1,objects,P,big,VS,O,2,E14,4.400390625,1
0,1.0,0,24916,0.869140625,0.1953125,2.0,1.0,10,60,5,1174.24890136719,682.968566894531,0,1,objects,small,1,1,objects,P,big,VS,O,7,E14,25.396484375,1
1,1.0,0,24917,1.107421875,0.134765625,3.0,1.0,12,71,6,1310.02673339844,831.246154785156,0,1,objects,small,1,1,objects,P,big,VS,O,7,E14,25.396484375,1
1,1.0,0,24918,1.26171875,0.12109375,4.0,1.0,11,70,7,1290.69177246094,785.073974609375,0,1,objects,big,1,1,objects,P,big,VS,O,7,E14,25.396484375,1
0,1.0,0,25310,0.7578125,0.109375,2.0,1.0,7,45,3,997.30517578125,964.295227050781,0,1,objects,big,1,1,faces,P,female,VS,F,19,E14,75.787109375,0
0,1.0,0,25684,1.640625,0.205078125,4.0,1.0,11,65,9,1254.65979003906,212.502136230469,0,1,objects,small,1,1,objects,P,small,VS,O,32,E14,130.376953125,1
0,1.0,0,25685,1.884765625,0.220703125,5.0,0.0,7,46,10,1048.83972167969,131.536773681641,0,1,objects,big,1,1,objects,P,small,VS,O,32,E14,130.376953125,1
0,1.0,0,25810,0.94140625,0.18359375,5.0,0.0,14,73,5,1365.83178710938,189.133102416992,0,1,objects,big,1,1,objects,P,small,VS,O,36,E14,147.173828125,1
0,1.0,0,25813,1.482421875,0.162109375,7.0,0.0,10,45,8,988.302124023438,893.348571777344,0,1,objects,small,1,1,objects,P,small,VS,O,36,E14,147.173828125,1
0,1.0,0,25955,0.66796875,0.16015625,2.0,1.0,10,49,4,1058.85290527344,427.890014648438,0,1,objects,small,1,1,faces,P,female,VS,F,41,E14,168.169921875,0
0,1.0,1,25956,0.873046875,0.15234375,3.0,1.0,5,19,5,729.469177246094,182.781280517578,0,1,objects,small,1,1,faces,P,female,VS,F,41,E14,168.169921875,0
0,1.0,0,26208,0.673828125,0.15625,2.0,1.0,15,76,3,1364.07543945312,405.252655029297,0,1,objects,big,1,1,faces,P,male,VS,F,49,E14,201.763671875,0
0,1.0,0,26380,1.67578125,0.2109375,6.0,0.0,8,52,9,1064.23791503906,743.746948242188,0,1,objects,small,1,1,objects,P,big,VS,O,56,E14,231.158203125,1
0,1.0,0,26382,2.17578125,0.189453125,8.0,0.0,11,60,11,1184.83581542969,671.177429199219,0,1,objects,big,1,1,objects,P,big,VS,O,56,E14,231.158203125,1
0,1.0,0,26948,1.8203125,0.123046875,3.0,1.0,2,14,12,656.005737304688,537.751892089844,0,1,objects,small,1,1,faces,P,male,VS,I,72,E14,298.345703125,0
0,1.0,1,27519,1.0703125,0.13671875,3.0,1.0,3,20,6,769.254028320312,287.555816650391,0,1,objects,small,1,1,objects,P,small,VS,O,79,E14,327.740234375,1
0,1.0,0,27638,1.80078125,0.1328125,4.0,1.0,10,52,11,1097.19299316406,772.054260253906,0,1,objects,small,1,1,faces,P,female,VS,F,82,E14,340.337890625,0
0,1.0,1,27903,2.365234375,0.111328125,3.0,1.0,7,49,9,1019.55450439453,398.973388671875,0,1,objects,big,1,1,faces,P,female,VS,F,90,E14,373.931640625,0
0,1.0,0,28150,0.421875,0.150390625,2.0,1.0,15,79,2,1320.87438964844,710.693481445312,0,1,objects,small,1,1,faces,P,female,VS,F,97,E14,403.326171875,0
0,1.0,1,29098,1.634765625,0.15234375,6.0,0.0,3,15,10,665.605651855469,681.246520996094,0,1,objects,small,1,1,faces,P,female,VS,F,125,E14,520.904296875,0
0,1.0,1,29103,2.384765625,0.111328125,7.0,0.0,6,23,15,784.080444335938,505.671325683594,0,1,objects,big,1,1,faces,P,female,VS,F,125,E14,520.904296875,0
0,1.0,0,29107,3.08984375,0.103515625,9.0,0.0,2,8,19,516.844970703125,878.134704589844,0,1,objects,big,1,1,faces,P,female,VS,F,125,E14,520.904296875,0
0,1.0,0,29224,0.44140625,0.158203125,2.0,1.0,12,69,2,1297.96496582031,686.06396484375,0,1,objects,big,1,1,objects,P,small,VS,O,130,E14,541.900390625,1
0,1.0,0,29228,1.078125,0.138671875,5.0,0.0,7,25,6,749.206726074219,715.381713867188,0,1,objects,big,1,1,objects,P,small,VS,O,130,E14,541.900390625,1
0,1.0,0,29413,0.6796875,0.162109375,3.0,1.0,14,79,4,1407.57458496094,752.901428222656,0,1,objects,small,1,1,objects,P,small,VS,O,136,E14,567.095703125,1
0,1.0,0,29597,1.609375,0.138671875,4.0,1.0,4,11,8,642.240600585938,270.585205078125,0,1,objects,small,1,1,faces,P,female,VS,I,143,E14,596.490234375,0
0,1.0,0,29632,2.537109375,0.12890625,5.0,0.0,8,56,12,1164.5498046875,246.145141601562,0,1,objects,small,1,1,objects,P,small,VS,O,144,E14,600.689453125,1
0,1.0,0,30038,1.21484375,0.189453125,3.0,1.0,1,5,9,554.464050292969,547.4755859375,0,1,objects,big,1,1,objects,P,big,VS,O,150,E14,625.884765625,1
0,1.0,1,30077,1.30859375,0.142578125,4.0,1.0,13,58,7,1154.57104492188,459.156799316406,0,1,objects,big,1,1,faces,P,female,VS,I,151,E14,630.083984375,0
0,1.0,0,30232,3.21875,0.203125,10.0,0.0,15,80,15,1366.00708007812,860.432312011719,0,1,objects,big,1,1,faces,P,male,VS,F,156,E14,651.080078125,0
0,1.0,0,30743,0.83984375,0.125,2.0,1.0,6,16,4,660.9921875,759.204895019531,0,1,objects,small,1,1,faces,P,female,VS,F,173,E14,722.466796875,0
0,1.0,0,30849,0.73828125,0.1640625,3.0,1.0,13,64,4,1269.90759277344,151.986679077148,0,1,objects,big,1,1,objects,P,small,VS,O,176,E14,735.064453125,1
0,1.0,0,30852,1.64453125,0.3046875,4.0,1.0,7,40,7,936.009521484375,445.871337890625,0,1,objects,big,1,1,objects,P,small,VS,O,176,E14,735.064453125,1
0,1.0,0,30951,1.142578125,0.16796875,3.0,1.0,7,34,6,877.403991699219,770.050720214844,0,1,objects,big,1,1,faces,P,female,VS,I,180,E14,751.861328125,0
0,1.0,0,30962,0.6796875,0.1484375,2.0,1.0,5,18,4,641.423828125,893.312194824219,0,1,objects,big,1,1,faces,P,female,VS,I,181,E14,756.060546875,0
0,1.0,1,31432,2.951171875,0.14453125,6.0,0.0,7,32,12,903.919128417969,504.841491699219,0,1,objects,small,1,1,faces,P,female,VS,F,195,E14,814.849609375,0
0,1.0,0,31458,0.728515625,0.109375,2.0,1.0,13,77,3,1360.30395507812,495.424835205078,0,1,objects,big,1,1,faces,P,male,VS,I,196,E14,819.048828125,0
0,1.0,0,31717,0.98046875,0.2421875,3.0,1.0,15,79,5,1350.11352539062,754.226196289062,0,1,objects,big,1,1,objects,P,big,VS,O,205,E14,856.841796875,1
0,1.0,0,31994,2.015625,0.19921875,5.0,0.0,3,29,10,853.784606933594,249.47834777832,0,1,objects,small,1,1,faces,P,male,VS,I,215,E14,898.833984375,0
0,1.0,0,31995,2.28515625,0.189453125,6.0,0.0,14,77,11,1333.35949707031,532.896118164062,0,1,objects,small,1,1,faces,P,male,VS,I,215,E14,898.833984375,0
0,1.0,0,23965,2.748046875,0.3125,7.0,0.0,8,41,12,945.991577148438,544.763366699219,0,1,objects,small,1,1,faces,P,male,VS,I,7,J03,25.396484375,0
0,1.0,0,24475,2.865234375,0.16015625,8.0,0.0,1,3,15,539.82958984375,377.111053466797,0,1,objects,big,1,1,faces,P,male,VS,I,23,J03,92.583984375,0
0,1.0,0,24532,2.333984375,0.1171875,6.0,0.0,14,79,12,1334.47033691406,763.565063476562,0,1,objects,big,1,1,faces,P,male,VS,F,25,J03,100.982421875,0
0,1.0,0,24611,1.6171875,0.107421875,3.0,1.0,11,69,9,1265.32202148438,649.548034667969,0,1,objects,big,1,1,faces,P,female,VS,F,28,J03,113.580078125,0
0,1.0,0,24635,0.552734375,0.201171875,2.0,1.0,15,79,3,1351.33666992188,713.357788085938,0,1,objects,small,1,1,objects,P,big,VS,O,29,J03,117.779296875,1
0,1.0,0,24873,1.484375,0.12109375,2.0,1.0,5,13,8,616.570617675781,399.485382080078,0,1,objects,small,1,1,objects,P,small,VS,O,37,J03,151.373046875,1
0,1.0,0,25084,1.1953125,0.109375,5.0,0.0,9,60,7,1157.09655761719,640.58642578125,0,1,objects,small,1,1,objects,P,small,VS,O,44,J03,180.767578125,1
0,1.0,0,25166,0.3984375,0.15625,2.0,1.0,11,50,2,1093.84301757812,571.777038574219,0,1,objects,small,1,1,faces,P,male,VS,I,47,J03,193.365234375,0
0,1.0,0,25170,1.130859375,0.19921875,5.0,0.0,7,21,6,758.000244140625,292.019134521484,0,1,objects,big,1,1,faces,P,male,VS,I,47,J03,193.365234375,0
0,1.0,0,25766,1.0234375,0.291015625,2.0,1.0,1,2,2,540.153625488281,192.99853515625,0,1,objects,big,1,1,objects,P,big,VS,O,68,J03,281.548828125,1
0,1.0,0,27686,0.328125,0.15625,2.0,1.0,10,52,2,1052.35693359375,731.296997070312,0,1,objects,big,1,1,objects,P,big,VS,O,127,J03,529.302734375,1
0,1.0,0,27688,0.693359375,0.234375,4.0,1.0,9,46,4,1089.80627441406,158.567596435547,0,1,objects,small,1,1,objects,P,big,VS,O,127,J03,529.302734375,1
0,1.0,0,27843,0.7578125,0.20703125,2.0,1.0,12,58,4,1170.23779296875,430.294860839844,0,1,objects,big,1,1,objects,P,small,VS,O,133,J03,554.498046875,1
0,1.0,0,28035,1.255859375,0.251953125,4.0,1.0,14,77,6,1382.60852050781,550.374633789062,0,1,objects,big,1,1,faces,P,male,VS,F,141,J03,588.091796875,0
1,1.0,0,28036,1.560546875,0.27734375,5.0,0.0,5,22,7,757.544860839844,466.528442382812,0,1,objects,small,1,1,faces,P,male,VS,F,141,J03,588.091796875,0
0,1.0,0,28338,0.970703125,0.119140625,2.0,1.0,5,30,5,837.357604980469,362.172943115234,0,1,objects,small,1,1,faces,P,male,VS,F,146,J03,609.087890625,0
0,1.0,0,28355,0.564453125,0.15625,2.0,1.0,9,47,3,1057.38256835938,252.945159912109,0,1,objects,big,1,1,objects,P,big,VS,O,147,J03,613.287109375,1
0,1.0,0,28449,0.755859375,0.12109375,2.0,1.0,4,19,4,725.180847167969,138.88996887207,0,1,objects,big,1,1,objects,P,big,VS,O,151,J03,630.083984375,1
0,1.0,1,28450,0.9296875,0.251953125,3.0,1.0,12,67,5,1251.9189453125,393.172027587891,0,1,objects,small,1,1,objects,P,big,VS,O,151,J03,630.083984375,1
0,1.0,0,28505,2.5,0.220703125,11.0,0.0,3,9,14,511.536437988281,927.507934570312,0,1,objects,big,1,1,faces,P,male,VS,I,153,J03,638.482421875,0
0,1.0,1,28506,2.759765625,0.15625,12.0,0.0,2,3,15,608.806274414062,385.880432128906,0,1,objects,small,1,1,faces,P,male,VS,I,153,J03,638.482421875,0
0,1.0,0,28508,3.119140625,0.23046875,13.0,0.0,5,23,17,744.382934570312,526.628234863281,0,1,objects,small,1,1,faces,P,male,VS,I,153,J03,638.482421875,0
0,1.0,1,28509,3.384765625,0.1171875,14.0,0.0,6,29,18,873.975830078125,266.55224609375,0,1,objects,big,1,1,faces,P,male,VS,I,153,J03,638.482421875,0
0,1.0,0,28574,0.6484375,0.19140625,2.0,1.0,1,12,3,675.071105957031,320.133270263672,0,1,objects,small,1,1,objects,P,big,VS,O,156,J03,651.080078125,1
0,1.0,0,29088,2.146484375,0.220703125,3.0,1.0,13,71,9,1305.11169433594,863.056640625,0,1,objects,big,1,1,objects,P,small,VS,O,177,J03,739.263671875,1
0,1.0,0,29455,0.607421875,0.126953125,2.0,1.0,11,57,4,1161.66430664062,337.449615478516,0,1,objects,big,1,1,objects,P,big,VS,O,194,J03,810.650390625,1
